,angry,crawled_utctime,created_time,haha,id,like,love,message,owner_id,sad,type
0,9,2018-03-22 08:42:03.518745,2017-06-28 10:57:05+00:00,6,114731331886956_1845549565471782,925,40,"AL JAZEERA: Các blogger Việt Nam bị đe dọa.

[K]",114731331886956,60,video
1,6,2018-03-22 08:42:03.518745,2017-06-27 06:04:00+00:00,3,114731331886956_1843640585662680,619,60,"Ông Phạm Minh Hoàng, song tịch Việt và Pháp, vừa đáp xuống Paris của Pháp hôm Chủ nhật sau khi bị Việt Nam tước quốc tịch Việt Nam và trục xuất ra khỏi nước này.

Hồi tháng 3/2016, vị giáo sư từng là giảng viên môn Toán học ứng dụng tại Đại học Bách khoa, Đại học Quốc gia TP Hồ Chí Minh, đã bị câu lưu tại TP Hồ Chí Minh do tổ chức lớp học về lịch sử các cuộc đấu tranh ở Việt Nam và về Hiến pháp.

Trở lại Pháp ông nói ông rất buồn nhưng sẽ tiếp tục đấu tranh cho một nước Việt Nam tốt đẹp hơn.

Fb BBC Vietnamese 

[K]",114731331886956,62,video
2,11,2018-03-22 08:42:03.518745,2017-06-27 05:02:00+00:00,105,114731331886956_1843634492329956,2293,80,"""Tôi hoàn toàn không tin tưởng Viện Kiểm Sát cũng như cơ quan điều tra. Lo sợ nếu đưa chứng cứ quan trọng với cơ quan điều tra sẽ bị hủy"", Phương Nga

Clip : Vnexpress

[K]",114731331886956,13,video
3,32,2018-03-22 08:42:03.518745,2017-06-26 08:00:00+00:00,1946,114731331886956_1842540179106054,4977,109,"Thế nào là nhất trí cao độ!?

(Fb Luật sư X)

Mion.",114731331886956,9,video
4,153,2018-03-22 08:42:03.518745,2017-06-26 07:00:00+00:00,2,114731331886956_1842538595772879,588,8,"Nhân vụ tàu cá của ngư dân VN vừa bị cano Trung+ đâm, chặt dây cáp, bắt ngư dân, cướp cá ... tại Hòang Sa, thì nhìn lại sự kiện HD-981 năm 2014, ngoài các sự kiện phun nước này kia, đâm bể tàu, ... ở xung quanh giàn thì các tàu cá của ngư dân VN cũng liên tục bị chấp pháp TQ đâm, xua đuổi, cướp cá, ... ở Hòang Sa.

Ban Tuyên ráo chưa cho báo đưa tin giàn khoan và tàu TQ đang làm gì ở ngoài khơi gần block 136-03 nhưng không thể ngăn cản báo đưa tin tàu cá bị đâm ở Hòang Sa được.

Ngày hôm nay, 1 nhóm các bạn trẻ đã xúông đường biểu tình Trung+ đưa giàn khoan vào vùng đặc quyền kinh tế của VN nhưng 1 bạn đã bị CA bắt, 1 người đi theo hỏi chuyện thì bị đánh toe toét máu.

Video : báo Tuổi Trẻ
http://tv.tuoitre.vn/clip-nong/20170624/ngu-dan-bi-tau-trung-quoc-tan-cong-tren-vung-bien-hoang-sa/32178.html

(Fb Ann Đỗ)

[K]",114731331886956,48,video
5,2,2018-03-22 08:42:03.518745,2017-06-26 01:28:00+00:00,5,114731331886956_1842499555776783,427,50,"Khoảng hơn 30 người dân Sài Gòn đa số là các bạn trẻ đã xuống đường sáng 25/06/2017 để biểu tình chống Trung Quốc và giàn khoan HD981. Đài RFA đã phỏng vấn 1 bạn trẻ sau khi cuộc biểu tình chấm dứt trong ngày.

FB Nguyễn Văn Trung Sơn 
https://www.facebook.com/permalink.php?story_fbid=204028843455580&id=100015453970677&pnref=story .S:",114731331886956,2,video
6,32,2018-03-22 08:42:03.518745,2017-06-25 23:47:00+00:00,10,114731331886956_1842488652444540,1060,49,"GS Phạm Minh Hoàng kể lại thời gian từ khi bị bắt, bị đe dọa trong đồn công an, ngay cả trên máy bay cho đến khi đặt chân tới Paris.

FB Đoàn Dũng 

.S:",114731331886956,102,video
7,0,2018-03-22 08:42:03.518745,2017-06-25 14:58:00+00:00,1,114731331886956_1841798199180252,537,63,"WHERE IS MY VIETNAM ?

Bài hát Việt Nam, chuyển sang Anh ngữ, được hát ở nước ngoài (có lẽ ở Melbourne, Úc) trong một chương trình văn nghệ cộng đồng.

Lối hát tự do và kiểu nhấn nhá của ca sĩ, cùng với tiếng cello, làm người liên tưởng đến thể loại Ballad Troubadour. Loại hát của các nghệ sĩ rong ruỗi khắp nơi và hát những bài hát kể chuyện về thế gian này, phổ biến ỏ Châu Âu từ thế kỷ 11.

Troubadour tạo ra một trào lưu nghệ sĩ kiêu bạc và tự do, từ chối danh và lợi để sống đúng một đời thong dong. Ở thời hiện đại, người ta nhìn thấy hình ảnh đó thấp thoáng trong lớp nghệ sĩ độc lập, dòng nhạc Indie.

Âm nhạc cũng là tin tức, khi chuyển những thông điệp từ vùng này qua vùng khác. Giải trí luôn đi kèm nhận thức - từ xa xưa đã vậy - vì nếu chỉ giải trí đơn thuần, âm nhạc mất đi khả năng mạnh nhất của nó, và có khả năng tự khép mình vào các thể loại minh họa hay hầu hạ kẻ khác.

Mời các anh chị nghe bài hát, và thử xem mình còn nhớ gì về bản gốc tiếng Việt hay không?
===================
WHERE IS MY VIETNAM
(English Lyrics: Moddi)
[Verse 1]
My Vietnam, I have known you for so long
Lately I've become aware of all your sorrow
People are hungry and afraid, while hundred miles away
Their leaders pig on pork chops and champagne
[Verse 2]
My Vietnam, there is rust upon your star
And your wealth is with those who are in power
They have betrayed your mountains and your rivers
They have all failed you and sold your land away
[Chorus]
Where are you now, my Vietnam?
Where are your daughters and sons?
You must wake up and raise your voice as one
And though we deal but little strokes, in time we will fell great oaks
Who's with me now?
Ask ""Where is my, where's my Vietnam?""
[Verse 3]
My Vietnam, how many young and brave
Must sleep beneath the waves, must fall before the cannons?
On Paracel and Spratly's bloody shores our name will stand or fall
A thousand years of darkness still remain
[Verse 4]
Our own have invited China in
They are cowards and lackeys of Beijing
Where are the heirs to your mountains and your rivers?
They will be here when they hear your call to arms!
[Chorus]
So where are you now, my Vietnam?
Where are your daughters and sons?
You must wake up and raise your voice as one
And though we deal but little strokes, in time we will fell great oaks
Hold your fist high, together we'll fight for a new Viet Nam.
===========================
Nguồn video: FB Công giáo Đạo vào Đời

https://www.facebook.com/khanhtuanng/videos/vb.718643180/10154723742338181/?type=2&theater .S:",114731331886956,26,video
8,1,2018-03-22 08:42:03.518745,2017-06-25 14:00:00+00:00,86,114731331886956_1841778569182215,503,12,"Một trích đoạn trong phim Chạy Án phần 1.

Bà Dung (vợ thứ trưởng Cẩm) muốn mở 1 công ty do bà ta làm chủ tịch hội đồng quản trị, con dâu tương lai Minh Phương làm giám đốc. Trích đoạn là cảnh bà Dung, Minh Phương và luật sư Hải bàn chuyện làm hồ sơ thành lập công ty, sau đó bàn các chuyện thế sự khác.

Fb Những Câu Nói Ngu Nhất Mọi Thời Đại Của Dlv và Hvb

[K]",114731331886956,2,video
9,76,2018-03-22 08:42:03.518745,2017-06-25 13:29:00+00:00,15,114731331886956_1841788872514518,352,7,"Nhân dịp Phó chủ tịch Quân ủy Trung ương Trung Quốc qua chơi Việt Nam 

NGƯ DÂN VIỆT NAM BỊ TRUNG QUỐC ĐÁNH ĐẬP, PHÁ CHÌM TÀU TẠI VÙNG BIỂN HOÀNG SA

http://tv.tuoitre.vn/clip-nong/20170624/ngu-dan-bi-tau-trung-quoc-tan-cong-tren-vung-bien-hoang-sa/32178.html .S:",114731331886956,9,video
