,angry,crawled_utctime,created_time,haha,id,like,love,message,owner_id,sad,type
0,0,2018-03-22 08:44:02.024564,2015-04-30 15:30:00+00:00,0,114731331886956_1114892768537469,681,0,"Đắng lòng :'(

""Đi vào lịch sử thế giới như một chiến công vĩ đại của thế kỷ 20, một sự kiện quan trọng quốc tế to lớn và mang tính thời đại sâu sắc..."" 

Thế mà Đoàn đại biểu cấp cao nước ngoài chỉ có 3 nước Lào, Campuchia và Cuba. Không Nga mà cũng chẳng có Tàu, 2 đàn anh viện trợ to lớn cho VNDCCH trong cuộc tương tàn VN.

Voi cosplay 6 chân 4 bánh bị dân mạng facebook gièm pha dữ quá nên cũng không xuất hiện trong tưởng niệm Hai Bà Trưng.

Ngoài ra, dân thường không được phép vào xem trực tiếp duyệt binh. Mọi ngã đường bị chặn. Người dân chỉ được xem qua truyền hình.

Clip : Huỳnh Bá Phương

[K]",114731331886956,0,video
1,0,2018-03-22 08:44:02.024564,2015-04-30 14:30:56+00:00,0,114731331886956_1114942118532534,2133,0,"Dậy đi em, dậy xem pháo hoa. Miền Nam đã ""được giải phóng"" 40 năm rồi đó

Fb Tim Phan
(R)",114731331886956,0,photo
2,0,2018-03-22 08:44:02.024564,2015-04-29 12:00:02+00:00,0,114731331886956_1114222111937868,932,0,"Chiến trường Việt Nam, máu xương Việt Nam...

(Biếm hoạ của Ly Cu Tê)

[B]",114731331886956,0,photo
3,0,2018-03-22 08:44:02.024564,2015-04-28 16:30:18+00:00,0,114731331886956_1113719661988113,1057,0,"Nhờ ơn Đ, một bộ phận không nhỏ thanh niên của 9gag trên toàn thế giới đã quan tâm tới thiên nhiên hơn 

Nhờ ơn Đ, sức lao động của voi đã được giải phóng. Hội những người yêu voi tuyên bố hết sức ủng hộ đ trong vấn đề này :v

Nhờ ơn Đ, VN ta nổi tiếng theo kiểu ...ko giống ai!

http://m.9gag.com/gag/ae0do5b?ref=fb.s.mw

Mion.",114731331886956,0,photo
4,0,2018-03-22 08:44:02.024564,2015-04-28 08:00:00+00:00,0,114731331886956_1113255672034512,499,0,"Trong những ngày sắp lễ, lực lượng CA-DP-Trật tự đô thị nhiều địa phương bắt đầu mở ""chiến dịch"" càn quét lòng lề đường để chuẩn bị chào mừng 30/4.

Sự việc trong clip diễn ra sáng qua 27/4 tại khu vực chợ Long Bình Tân, tp Biên Hoà, tỉnh Đồng Nai. Nhân chứng quay lại clip cho biết người phụ nữ dừng xe trước một hàng bán tạp hoá sát lề trong khu vực chợ để mua khẩu trang, bất chợt CA và dân phòng (DP) ập đến đòi lập biên bản xử phạt. Người phụ nữ phản đối vì cho rằng mình không vi phạm.

Nhóm 5-6 DP đi theo CA vào cuộc thể hiện uy quyền khi kiên quyết đòi bắt giam xe. Người phụ nữ không đồng ý và cố gắng giằng lại tài sản của mình. Một viên DP rút roi điện liên tục hăm doạ người phụ nữ kia. Bất chấp sự phản đối của đông đảo quần chúng cùng sự kêu khóc của nạn nhân, nhóm DP vẫn dùng vũ lực giành giật bằng được chiếc xe của nạn nhân đưa lên xe thùng. Nạn nhân chỉ còn biết khóc la và đành chịu khuất phục bởi sức phụ nữ không thể chống lại 5-6 DP. Viên cán bộ CA có mặt ngay tại hiện trường chứng kiến toàn bộ vụ việc nhưng tất nhiên im lặng trước hành động lạm quyền và không mấy nhân văn của các DP.

Cần nói thêm, dân phòng là lực lượng giúp việc cho CA địa phương. Đa số họ là những người không có công việc ổn định, trình độ học vấn thấp. Bởi trình độ và vị trí thấp nên họ luôn là lực lượng đi đầu làm lá chắn cho các CA.

Clip : Trọng Nhân

Link youtube : https://youtu.be/5H2wKKdP5oA

[K]",114731331886956,0,video
5,0,2018-03-22 08:44:02.024564,2015-04-28 07:22:12+00:00,0,114731331886956_1113456755347737,959,0,"Nếu Việt Nam Cộng Hòa còn tồn tại đến ngày nay?

""Hãy tưởng tượng Việt Nam Cộng Hòa sẽ ra sao ngày hôm nay"", cây bút Josh Gelernter đặt câu hỏi trong bài viết trên trang báo National Review hôm 25/4.

""Việt Nam xếp thứ 13 trên toàn cầu về dân số, với hơn 90 triệu dân. Hơn một nửa trong số này lẽ ra đã có thể tận hưởng sự tự do, thịnh vượng như người Nam Hàn và Đài Loan hoặc thậm chí hơn vậy, vì không giống như Đài Loan và Nam Hàn, Việt Nam có nguồn tài nguyên khoáng sản dồi dào"".

""Những ý kiến phản đối sự hậu thuẫn của Hoa Kỳ đối với Việt Nam Cộng hòa cho rằng chính quyền miền Nam Việt Nam không phải là một chính quyền dân chủ. Điều này hoàn toàn đúng"", tác giả viết.
""Mặc dù vậy, ở miền Nam, phe đối lập và báo chí vẫn được quyền cất tiếng nói ... Người dân và các lãnh đạo đối lập không phải sống trong nỗi sợ bị chính quyền đàn áp"".

""Nền kinh tế thị trường thường có xu hướng thúc đẩy những quốc gia chưa hoàn toàn tự do đi đúng hướng. Cũng giống như Việt Nam Cộng hòa, Đài Loan và Nam Hàn cũng từng phải trải qua thời kỳ bị cai trị bởi các chính quyền quân sự"".

Ông Gelernter dẫn trường hợp Nam Hàn, Đài Loan và cho rằng dưới thời hai nhà độc tài nhà độc tài Park Chung-hee và Tưởng Giới Thạch, cả hai nước này đã xây dựng nền kinh tế phát triển và từ đó nhanh chóng chuyển mình thành những thể chế tự do, dân chủ.

""Hãy so sánh các nền cộng hòa ở châu Á, được Hoa Kỳ hậu thuẫn, với Việt Nam ngày nay: Thiên đường của Hồ Chí Minh xếp hạng thứ 122 trên toàn cầu về phát triển con người, thua cả Syria, Iraq, Moldova, Gabon"".

""Đài Loan và Nam Hàn có bầu cử tự do, hệ thống tòa án độc lập, tự do báo chí, tự do tín ngưỡng, tự do hội họp, tự do ngôn luận. Cả Cộng hòa Nhân dân Trung Hoa hay Cộng hòa Dân chủ Nhân dân Triều Tiên đều không có những điều này.""

""Và tất nhiên những điều này cũng không tồn tại ở Việt Nam, nơi Đảng Cộng sản tiếp tục kiểm soát bầu cử cũng như các tòa án và tiếp tục bắt giữ, tra tấn giới bất đồng chính kiến và tín ngưỡng"".
""Nhìn lại từ năm 2015, chúng ta có thể thấy rõ ràng là việc chiến đấu bảo vệ miền Nam Việt Nam là điều nên làm"".

""40 năm sau ngày Sài Gòn sụp đổ, đã đến lúc chúng ta nhận ra cái giá phải trả khi nước Mỹ quay lưng khỏi một cuộc chiến vì chính nghĩa"".

(Bản lược dịch của BBC Vietnamese) 
Kili",114731331886956,0,photo
6,0,2018-03-22 08:44:02.024564,2015-04-28 01:00:12+00:00,0,114731331886956_1113314738695272,306,0,"“HÃY CHO TÔI BIẾT BẠN CỦA BẠN LÀ AI, TÔI SẼ CHO BẠN BIẾT BẠN LÀ NGƯỜI NHƯ THẾ NÀO”

Yasser Arafat, lãnh đạo phong trào Tổ chức giải phóng Palestine (PLO) trong chuyến thăm Hà Nội năm 1970 đang được đại tướng Võ Nguyên Giáp giới thiệu những bức ảnh về sự thành lập Quân đội Nhân dân Việt Nam.

Ảnh: Lịch sử hiện đại: Chiến tranh và cách mạng
-NB-",114731331886956,0,photo
7,0,2018-03-22 08:44:02.024564,2015-04-27 07:00:00+00:00,0,114731331886956_1112683125425100,662,0,"Đoạn clip quay lại cảnh CA, đặc vụ băng đỏ dùng vũ lực bắt hơn 20 người tham gia tuần hành Vì một Hà Nội xanh lên xe bus đưa về CA quận Long Biên.

Lực lượng đặc vụ băng đỏ, dân phòng bao vây cô lập để bắt nhóm chị em mặc trang phục áo dài một cách có chủ ý.

Đến chiều hôm qua, dưới áp lực đòi người của đông đảo người dân, CA quận Long Biên đã trả tự do cho tất cả những người mà họ đã bắt đi.

[K]",114731331886956,0,video
8,0,2018-03-22 08:44:02.024564,2015-04-26 05:11:38+00:00,0,114731331886956_1112041748822571,1229,0,"Hình ảnh CA, mật vụ thường phục bắt đầu trấn áp bắt bớ người tuần hành vì cây xanh lên xe bus.

Ảnh : nhiều nguồn.",114731331886956,0,photo
9,0,2018-03-22 08:44:02.024564,2015-04-26 05:16:35+00:00,0,114731331886956_1112044055489007,916,0,"Đòi người!!

Đông đảo người dân đến trụ sở CA yêu cầu thả những người đã bị bắt bớ khi tham gia tuần hành vì cây xanh tại HN sáng nay

Ảnh : Thuy Nga",114731331886956,0,photo
