,angry,crawled_utctime,created_time,haha,id,like,love,message,owner_id,sad,type
0,40,2018-03-22 08:41:39.665985,2017-12-31 05:58:00+00:00,29,114731331886956_2067691526590917,377,13,"Cảnh sát Đồng Nai hành vi côn đồ còn vu khống tài xế ???

Xe khách dân sự Hoa Mai không chở hàng quốc cấm, không lỗi gì. Cảnh sát Đồng Nai không ra tín hiệu ngừng xe, dí xe xong rất côn đồ dùng cây sắt đập bể kiếng xe.

Khi được hỏi lý do rượt xe thì vu cáo là xe đụng chết người nên dí xe…

Dân địa phương chứng kiến hành vi côn đồ của cảnh sát Đồng Nai nên quay clip và làm chứng cho tài xế xe Hoa Mai. Cảnh sát Đồng Nai cần làm rõ vụ này.

Chừng 11 giờ sáng 28/12/2017.

Sakchai Pinkaew 
https://www.facebook.com/montagnardsdegar/videos/903154956517692/

[*]",114731331886956,5,video
1,492,2018-03-22 08:41:39.665985,2017-12-31 01:58:00+00:00,173,114731331886956_2067273983299338,2021,39,"Chuyện ngược đời, gây bức xúc cho người Việt Nam: Người VN sợ người TQ trên đất nước VN
Clip này tốn của bạn 2 phút 44 giây, nhưng bù lại bạn sẽ thấy người Trung Quốc đang tung hoành như thế nào ở Thành phố đáng sống nhất Việt Nam - Đà Nẵng.
Bạn cũng sẽ hiểu người Trung Quốc đang hăm dọa người Việt Nam và người Việt Nam đang sợ hãi như thế nào tại nơi này?.
Fb Le Anh 15/9/2017
Nguồn Video Clip: VTV1

[*]",114731331886956,54,video
2,1,2018-03-22 08:41:39.665985,2017-12-30 23:58:00+00:00,32,114731331886956_2067217396638330,142,5,"Văn nghệ Chủ nhật :)
KIẾP BÁN NƯỚC
CON ĐƯỜNG XƯA SÚC VẬT ĐI
Thầy Dương Tuấn Ngọc THANH LÝ 6 LOA - MICRO

[*]",114731331886956,2,video
3,2,2018-03-22 08:41:39.665985,2017-12-29 15:58:00+00:00,1,114731331886956_2064898693536867,208,17,"MỖI MÙA XUÂN THÊM MỘT LẦN DỐI MẸ

Thơ Trần Trung Đạo, nhạc Nhật Ngân, ca sĩ Bảo Khánh, 
video trích ""Bà mẹ 77 tuổi cào ngao trên bãi biển Cửa Lò"".

Nhớ năm ngoái mẹ có lần đã hỏi
Về chưa con sao vẫn thấy chưa về
Con lại phải thêm một lần nói dối
Chờ sang năm con hứa sẽ về quê

Nếu chẳng phải vì thay tờ lịch mới
Chắc là con không biết có xuân sang
Ðời nước Mỹ tháng ngày trôi qua chóng
Chưa kịp xoay đã hết một năm tròn

Bỗng sực nhớ đến lời ai đã nhắc
Lại lo tìm câu nói dối cho xong
Mười một mùa xuân miệt mài đất khách
Con dối đi dối lại biết bao lần

Căn nhà cũ chắc năm nay mục nát
Tiền gởi về không đủ mẹ nuôi thân
Con gái lớn theo chồng đi nơi khác
Con trai đầu biền biệt chốn xa xăm

Cây mai nhỏ ba đã trồng năm trước
Mấy xuân rồi có nở nụ nào không
Hay đã chết theo ba từ dạo ấy
Ðể mùa xuân hoa trắng nở trong lòng

Năm mới đến mẹ già thêm một tuổi
Tóc bạc hơn nhiều, má hóp răng long
Sao giấc ngủ chập chờn con thấy mẹ
Người đàn bà đẹp nhất ở trần gian

Năm mới đến con cũng già thêm tuổi
Xa mẹ hiền một tuổi nặng bằng hai
Tuổi nước Việt chất chồng lên quá khứ
Tuổi xứ người quần quật với tương lai

Con chẳng biết nói thế nào mẹ hiểu
Chẳng còn ai hiểu hết chuyện đời con
Non nước đó vẫn còn đầy dâu biển
Núi sông đây sao giữ được vuông tròn.

Trần Trung Đạo

[*]",114731331886956,38,video
4,3,2018-03-22 08:41:39.665985,2017-12-29 15:06:21+00:00,3,114731331886956_2065961140097289,354,42,"CẢM TẠ MIỀN NAM 

Đã từ lâu, tôi có điều muốn nói
Với Miền Nam, miền đất nước điêu linh
Một lời cảm ơn tha thiết chân tình
Của Miền Bắc, xứ ngàn năm văn vật.

Tôi còn nhớ sau cái ngày “thống nhất”
Tôi đã vào một xứ sở thần tiên
Nếp sống văn minh, dân khí dịu hiền
Cơm áo no lành, con người hạnh phúc.

Tôi đã ngạc nhiên với lòng thán phục
Mở mắt to nhìn nửa nước anh em
Mà đảng bảo là bị lũ nguỵ quyền
Áp bức, đoạ đày, đói ăn, khát uống.

Trước mắt tôi, một Miền Nam sinh động
Đất nước, con người, dân chủ tự do
Tôi đã khóc ròng, đứng giữa thủ đô
Giận đảng, giận đoàn, bao năm phỉnh gạt.

Sinh ra, lớn lên, sau bức màn sắt
Tôi chẳng biết gì ngoài bác, đảng “kính yêu”
Xã hội sơ khai, tẩy não, một chiều
Con người nói năng như là chim vẹt.

Mở miệng ra là: “Nhờ ơn bác đảng
Chế độ ta ưu việt nhất hành tinh
Đuốc soi đường chủ nghĩa Mác Lê nin
Tiến nhanh, tiến mạnh lên thiên đường vô sản.”

Hai mươi mốt năm trên đường cách mạng
Xã hội thụt lùi, người kéo thay trâu
Cuộc sống xuống thang, tính bằng tem phiếu
Thân phận con người chẳng khác bèo dâu.

Cảm tạ Miền Nam phá màn u tối
Để tôi được nhìn ánh sáng văn minh
Biết được nhân quyền, tự do, dân chủ
Mà đảng từ lâu bưng bít dân mình.

Cảm tạ Miền Nam soi đường chỉ lối
Đưa tôi trở về tổ quốc thiêng liêng
Của Hùng Vương, quốc tổ giống Rồng Tiên
Chớ không phải Các Mác và Lê Nin ngoại tộc.

Cảm tạ Miền nam mở lòng khai phóng
Đưa tôi hội nhập cùng thế giới năm châu
Mà trước đây tôi có biết gì đâu
Ngoài Trung quốc và Liên xô đại vĩ

Cảm tạ Miền Nam một thời làm chiến sĩ
Chống lại Cộng nô cuồng vọng xâm lăng
Hầu giúp cả nước thoát bầy ác quỉ
Dù không thành công cũng đã thành nhân.

Phan Huy 

Video: Việt Nam Sử Liệu

[*]",114731331886956,12,video
5,0,2018-03-22 08:41:39.665985,2017-12-29 13:39:59+00:00,16,114731331886956_2065081086851961,566,76,"Trẻ con ở xứ tư bản đế quốc được dạy dỗ như thế đấy.

Và đây là bài viết cảm động của một người ngoại quốc ở Việt Nam:

THIÊN ĐƯỜNG HẠ GIỚI

Tôi đến Tà Năng - Phan Dũng ba lần không có hướng dẫn viên.

Lần đầu tiên, tôi đã sững sờ trước một nơi đẹp đến nhường này, tồn tại ở một đất nước nhỏ bé đến thế. Có người từng bảo với tôi rằng các ngọn đồi ở đây được gọi là “lưng của khủng long”, bởi nó nhấp nhô đi lên đi xuống. Tôi đã mơ ước mãi được đứng trên lưng khủng long, trong màn sương, nhìn các cột nắng xiên xuống mặt rừng như những lối đi riêng lên thiên đường.

Ở đây từ xưa đã có rất nhiều loại cây phát triển. Chúng hoang dã và tự do. Chúng kết nối với nhau, chia sẻ chất dinh dưỡng qua hàng nghìn năm để bây giờ chúng ta thấy sự hiện hữu của chúng. Đó chính là khu rừng.

Nhưng, lần thứ hai và thứ ba, cũng chính tôi phải chứng kiến sự suy tàn của thiên đường ấy chỉ vì một thứ: tiền. Hoạt động du lịch là lý do dẫn đến sự suy sụp vẻ đẹp nguyên sơ của Tà Năng - Phan Dũng. Đầu tiên là rác thải. Quay lại một năm sau lần đầu chạm mặt khu rừng, tôi không còn sợ lạc như lần đầu. Rác được rải như lông ngỗng Mỵ Châu từ đầu tới cuối cung đường. Có những nhóm bạn trẻ còn mang theo loa mở nhạc ầm ĩ, phá phách rất vô ý tứ, vứt rác ở bất cứ nơi đâu. Ở thác Yaly, tim tôi như thắt lại khi nhìn thấy đống vỏ lon bia vương vãi trên nền cỏ xanh mướt, chai nhựa và các mảnh rác khắp nơi. Có người còn đi vệ sinh làm bẩn dòng suối.

Tiếp đến, họ bắt đầu bán các món quà lưu niệm, hoặc đặc sản mà họ tự bịa ra. Càng nhiều tour du lịch được sinh ra, càng nhiều tiền chảy vào. Mà tiền là một thứ nhu cầu kỳ lạ, nó không bao giờ có dấu kết. 

Và ngay lúc đó, Tà Năng - Phan Dũng hiện lên như một miếng mồi ngon đang chờ được xâu xé. Có cầu thì ắt có cung. Bất cứ ai có đủ tiền cho công ty du lịch đều dễ dàng được ghi danh vào một chuyến đi ba ngày.

Tôi không nghĩ các công ty du lịch nên có mặt ở đó. Hiện tại, họ chẳng mang lại được gì nhiều hơn ngoài một nhóm du khách vô ý thức và các núi rác mới cho khu rừng. Nhiều công ty đang tổ chức tour bất chấp các mùa nguy hiểm. Họ chẳng quan tâm nếu mực nước có quá cao đi chăng nữa. Bạn vẫn sẽ bị đẩy qua sông mà không có bất kỳ thiết bị bảo vệ hay dây thừng nào cả.

Rừng là quần thể được kết nối, chia sẻ và hợp tác với nhau. Trong rừng có rất nhiều loại nấm, đặc biệt là nấm Mycelium - sợi nấm. Loại nấm này có khả năng kết nối cả khu rừng với nhau và chuyển dinh dưỡng, thông tin giữa cây, hoa và cỏ. Tất nhiên sự ích kỷ và hám lợi cá nhân không có quyền đứng xen vào sự mật thiết đó. Điều này là chống lại ý nghĩa của tự nhiên, làm mất sự liên kết của khu rừng.

Thực sự tôi không muốn các tour du lịch lao đến đó nữa. Tôi không muốn họ tổ chức các tour trong khi thiếu kiến thức trầm trọng về rừng cũng như sinh tồn.

Không chỉ ở Tà Năng - Phan Dũng đâu, tôi thường xuyên thấy báo Việt Nam đăng tin “phát hiện” thêm các vụ phá rừng. Ví dụ như trong năm nay thôi, có tin phá 61ha rừng tự nhiên ở Bình Định, phá rừng đặc dụng tại tỉnh Điện Biên, phá rừng tại Quảng Ngãi, Quảng Nam; một vụ phá rừng trồng quy mô lớn vừa được phát hiện tại xã Bar Maih, huyện Chư Sê, tỉnh Gia Lai. Những rừng thông nổi tiếng hơn 50 năm tuổi dọc quốc lộ 14 ở huyện Kon Rẫy, tỉnh Kon Tum cũng bị triệt hạ. Tại huyện Đăk G'Long, tỉnh Đăk Nông, hơn 53ha rừng bị phá chỉ trong vòng một năm. Hay hơn 100 ha rừng thông 20 năm tuổi, “Đà Lạt thứ hai” của huyện Kon Plông, Kon Tum bị phá để trồng mắc ca.

Và các hoạt động “du lịch” thiếu ý thức tham gia vào việc phá rừng một cách tích cực. 100 ha rừng phòng hộ bị phá để làm sân golf ở Phú Yên. Một tập đoàn bất động sản lớn còn dọn sạch cả chục ha rừng phòng hộ ven biển Thanh Hóa. Họ phá cả rừng ngập mặn… Nhiều quá tôi không kể hết. Bộ Nông nghiệp và Phát triển Nông thôn cho biết, chỉ trong 5 tháng đầu năm nay có hơn 7.800 vụ chặt phá rừng.

Có một sự thật: 99,5% thời gian của con người tồn tại trên Trái đất là ở trong rừng. 30 triệu năm tiến hóa từ một giống linh trưởng nhỏ cho đến loài người trưởng thành, tất cả chỉ xảy ra khoảng vài nghìn năm trước mà thôi.

Tổ tiên chúng ta từng biết mọi thứ về thiên nhiên. Ta hiểu rõ bí mật của nó, ta biết loài cây nào tốt để làm thuốc, loài nào ăn được và không ăn được. Chúng ta tường tận mọi ngóc ngách, biết nơi nào có thể dùng để trú mưa và nơi đâu để đến mỗi khi bão lũ.

Nhưng giờ đây, con người quay lưng lại với thiên nhiên và bước đi một con đường khác. Chúng ta ghì chặt lấy những khối bê tông và nhựa cứng. Ta tôn thờ thần tượng và các thương hiệu đắt tiền. Con người đã biến ngôi nhà của chính tổ tiên thành một nhà máy khổng lồ để phục vụ cho sự tham lam của mình.

Như đã nói, tôi yêu rừng và tôi mong có thêm người Việt Nam cảm nhận được như thế. Ta cần những nơi như vậy để nhắc nhở rằng chúng ta đến từ đâu. Ta cần rừng để giúp ta giũ bỏ nhiều loại bệnh xã hội như nghiện ngập, phương tiện di động, các thực tế sai lầm hay chủ nghĩa tôn thờ vật chất. Và đặc biệt là cơn khát tiền.

Rừng không phải là nơi để chúng ta đùa giỡn. Rừng không chào đón những con người thiếu ý thức cùng với iPhone của họ. Những người đó thèm muốn một nơi tuyệt đẹp để tham quan và chụp hình, nhưng khi rời đi lại để rác cho khu rừng tự dọn. Rừng cũng không nên là một công cụ để thu lợi nhuận hay phục vụ mục đích cá nhân của bất kỳ ai. Bất cứ khi nào tiền và sự ích kỷ vào cuộc, mọi thứ đúng sẽ bị đảo lộn.

Rừng là để yêu thương, học hỏi và tôn trọng.

Jesse Peterson
(Nguyên bản tiếng Việt)
https://vnexpress.net/tin-tuc/goc-nhin/thien-duong-ha-gioi-3691568.html

Nguồn video: Fb Van Vika

[*]",114731331886956,9,video
6,2,2018-03-22 08:41:39.665985,2017-12-29 12:58:00+00:00,144,114731331886956_2065108910182512,1570,104,"Bác nông dân miền Bắc nói về cộng sản

FB Dân Làm Báo VN

[*]",114731331886956,2,video
7,3,2018-03-22 08:41:39.665985,2017-12-28 12:58:00+00:00,178,114731331886956_2063934040299999,386,22,"LỰC LƯỢNG 47 NHỒI SỌ BỘ ĐỘI
* Rất có thể nick đang ""phản biện"" bạn lại là một anh bộ đội trẻ đang thực hiện nhiệm vụ cấp trên giao :D

""Lực lượng 47"" là lực lượng thành lập theo Chỉ thị 47/CT-ĐUQSTW  của Thường vụ Đảng ủy Quân sự Trung ương. 
“Lực lượng 47” là lực lượng trong quân đội chuyên trách về ""đấu tranh chống các quan điểm sai trái, thù địch, cơ hội chính trị trên không gian mạng"".

“Lực lượng 47” trong Quân đội đẩy mạnh đấu tranh chuyên sâu; mở rộng chia sẻ, bình luận, lan tỏa thông tin tích cực trên không gian mạng; tăng cường đấu tranh trước các luận điệu chống phá Quân đội của các thế lực thù địch; tuyên truyền sâu rộng bản chất, truyền thống tốt đẹp của Quân đội, phẩm chất “Bộ đội Cụ Hồ”...
http://phongkhongkhongquan.vn/21531/canh-giac-truoc-nhung-luan-dieu-chong-pha-quan-doi-cua-cac-the-luc-thu-dich.html

 Video clip ""Chống ""độc""cho bộ đội"" - tác phẩm tham gia Liên hoan phát thanh truyền hình Nghệ An lần thứ 21 (năm 2016). 
Tác giả: Phan Thanh Hải, Hồ Công Lĩnh, Trần Văn Dũng, Trần Lịch - Truyền hình Quân Khu 4

[*]",114731331886956,1,video
8,69,2018-03-22 08:41:39.665985,2017-12-28 06:00:00+00:00,239,114731331886956_2064171486942921,393,13,"Là cộng sản nên nó giống nhau kinh tởm. Thằng cha làm sao thì thằng con học theo y vậy. Tàu cộng làm gì, là Việt cộng học theo thôi.
Đám bò đỏ này xuống đường kêu gọi bài xích lễ Giáng Sinh và hô vang khẩu hiệu: ""Mao Chủ Tịch muôn năm!""

fb Peter Lam Bui /易靈
Kili",114731331886956,9,video
9,0,2018-03-22 08:41:39.665985,2017-12-26 23:58:00+00:00,4,114731331886956_2062796300413773,1908,119,"Hàng rào chắn sóng Maeslantkering - ý tưởng ban đầu tưởng như 'bất khả thi' của các kỹ sư Hà Lan...

FB Trí thức Việt Nam 

[*]",114731331886956,2,video
10,574,2018-03-22 08:41:39.665985,2017-12-26 16:00:00+00:00,760,114731331886956_2062349347125135,3929,233,"Phật Giáo có nên ""ăn ké"" ngày Lễ Giáng Sinh hay không?

Thầy tự cho là đạo của mình to lớn hơn đạo của người khác là thầy còn sân si lắm, chưa tu được đâu, và thầy cũng quá thiển cận về ngày Chúa sinh ra đời theo cách tính của lịch Roma rồi, nên trao dồi kiến thức thêm thầy nhé. Kiểu giảng đạo của thầy rất hẹp hòi nhỏ nhoi và đố kỵ, ví dụ nhà hàng xóm có tiệc cưới là chuyện của họ, không liên quan gì đến mình thì mắc chi phải chúc mừng, có mời dự cũng không thèm?

Thầy dị hợm quá, nhưng dù cho thầy có dạy Phật tử của mình không nên đón chào ngày Lễ Giáng Sinh, thì ngày ấy vẫn là ngày Đại Lễ rất thiêng liêng mà toàn thế giới này vẫn hướng về hàng năm mà không ai có thể phủ nhận được đâu thầy nhé.

Đức Phật không bao giờ dạy những điều này, tư tưởng phân biệt chia rẽ Tôn Giáo như thế chỉ có là sư đỏ, sư quốc doanh.

Fb Dung Dinh

[K]",114731331886956,56,video
11,0,2018-03-22 08:41:39.665985,2017-12-26 09:28:00+00:00,4,114731331886956_2062200107140059,989,140,"Một người đàn ông lạ mặt đã xông vào đồn cảnh sát Bangkok, cố ý đe doạ các nhân viên ở đây. Nhưng hành động của anh cảnh sát người Thái này đã khiến ông ấy phải khóc.
Anh ấy đã làm gì..?

FB Người Bản Lĩnh

[*]",114731331886956,32,video
12,25,2018-03-22 08:41:39.665985,2017-12-26 06:23:15+00:00,349,114731331886956_2061671903859546,941,25,"Trường học mà tưởng quán Bar 
Đến trường mà tưởng xông pha Vũ Trường.

Chương trình biểu diễn văn nghệ tại trường THPT Bất Bạt - Ba Vì - Hà Nội ngày 25.12.2017

FB Dân Luận

[*]",114731331886956,26,video
13,11,2018-03-22 08:41:39.665985,2017-12-25 16:00:00+00:00,3,114731331886956_2061146047245465,273,21,"Nhìn những cảnh tượng này tôi bỗng nghĩ đến những người "" ăn trắng mặc trơn "" rêu rao rằng QUAN NGẠI ! 
Đau thương làm sao khi "" họ"" cứu "" tàu lạ , còn tàu mình thì lênh đênh dạt biển ! 😢😢😢

(Fb Võ Trà My)

Tàu QNG 98465 đã cứu dớt được 4 ngư dân đi trên tàu BĐ 96581

Clip : Ron Tran

[K]",114731331886956,60,video
