,angry,crawled_utctime,created_time,haha,id,like,love,message,owner_id,sad,type
0,0,2018-03-22 08:43:27.337450,2015-12-31 12:16:53+00:00,1,114731331886956_1265013166858761,3460,0,"Chỉ còn vài tiếng nữa năm 2015 sẽ khép lại. Đến hẹn lại lên, cùng NKYN điểm lại những câu nói kinh ...dị của giới quan chức lãnh đạo đảng và nhà nước ta.

Trong số những phát ngôn này, bạn ""tâm đắc"" nhất câu nói của ai? ;)

[Bổ sung liên tục...]",114731331886956,0,photo
1,0,2018-03-22 08:43:27.337450,2015-12-31 11:00:00+00:00,0,114731331886956_1264799120213499,852,0,"Góc nhìn của một người trẻ về cuộc sống tại Mỹ.

Một đoạn clip ngắn khá thú vị để xem trong ngày cuối năm.

Clip : Thang Truong

[K]",114731331886956,0,video
2,0,2018-03-22 08:43:27.337450,2015-12-31 08:20:01+00:00,0,114731331886956_1264797863546958,2108,0,"Sản phẩm THP bị đồ sát hàng loạt :v

Nói KHÔNG với SP của Tân Hiệp Phát

RIP THP!

[LN] ~ Mion.",114731331886956,0,video
3,0,2018-03-22 08:43:27.337450,2015-12-30 13:29:10+00:00,0,114731331886956_1264232796936798,568,0,"[Khảo sát bạn đọc]

Lại 1 năm trôi qua, page cũng gặt hái nhiều thành công cũng như có nhiều hạn chế. 
Bạn vui lòng cho ban admin biết suy nghĩ của bạn đối với page Nhật Ký Yêu Nước nhé

1. Bạn hài lòng điều gì ở page?
2. Bạn không hài lòng điều gì ở page?
3. Bạn có điều gì cần góp ý với page? 
4. Trong tất cả admin, bạn thích admin nào nhất? (Xếp theo thứ tự bạn đánh giá nhé)
5. Một game nho nhỏ, phần thưởng nho nhỏ cho bạn nào kể đầy đủ/gần đầy đủ nhất ban admin hiện nay. Phần thưởng là 1 ly sứ trị giá 200k có hình của các admin của NKYN nhé ;)
Ảnh của ly, page sẽ post vào mục comment",114731331886956,0,photo
4,0,2018-03-22 08:43:27.337450,2015-12-30 11:02:40+00:00,0,114731331886956_1264251606934917,661,0,"Nhồi từ bé

Sách tập đọc lớp 2, tập 2, trang 10
(R)",114731331886956,0,photo
5,0,2018-03-22 08:43:27.337450,2015-12-30 10:00:00+00:00,0,114731331886956_1264159183610826,268,0,"Một vụ ẩu đả có đổ máu vừa xảy ra tối nay (28/12) tại ngã ba đường xuống ga thị trấn Đồng Đăng (Cao Lộc). Nạn nhân được cho là thành viên một hộ dân nằm trong diện giải tỏa để xây dựng Trung tâm thương Mại Đồng Đăng. Theo nội dung clip, nạn nhân nữ đã luống tuổi bị thương ở đầu, máu chảy be bét, có thể do bị ném gạch.

Clip xuất hiện tiếng khóc vẻ sợ hãi trong đêm của những đứa trẻ. Theo fb Hai Vi Thi (cũng là người cung cấp clip này), những người gây ra sự việc này nhiều khả năng là một nhóm ""xã hội đen"".

(Mọi người lưu ý: Vụ này không liên quan đến việc di chuyển chợ Đồng Đăng).

fb Tin Nóng Lạng Sơn

[R]",114731331886956,0,video
6,0,2018-03-22 08:43:27.337450,2015-12-29 05:00:01+00:00,0,114731331886956_1263348730358538,2377,0,"Công An đánh dân , rồi dân quýnh lại Côn An, nhưng sự phản kháng lại đó làm người dân sung sướng tột độ ... Các anh CA nên xem lại cách ăn ở thế nào mà dân ghét các anh đến thế !!!

Clip: fb Thúy Nga 
Kili",114731331886956,0,video
7,0,2018-03-22 08:43:27.337450,2015-12-29 03:30:01+00:00,0,114731331886956_1263356573691087,1081,0,"GÓC TÂM TƯ: SƯ VE CHAI: ĂN CÁ ĐƯỢC PHƯỚC

Lại là anh sư ve chai ấy với những bài giảng hay hết cmn hồn :v 

fb Tạp Chí Mị Dân
Kili",114731331886956,0,video
8,174,2018-03-22 08:43:27.337450,2015-12-28 15:31:00+00:00,18,114731331886956_1262676950425716,6028,50,"CSTT ĐỒNG NAI LẠI TỰ Ý LẬP CHỐT CHẶN BẮT NGƯỜI THAM GIA GIAO THÔNG!

Đoạn clip được quay vào ngày hôm qua 27/12 tại địa phận tỉnh Đồng Nai.

Hai viên CSTT tự ý lập chốt  chặn các phương tiện giao thông. Khi thấy máy quay, 2 viên CA mất bình tĩnh dùng tập hồ sơ che biển tên và giằng co ngăn cản máy quay.  

Theo quy định, lực lượng CSTT KHÔNG CÓ QUYỀN HẠN LẬP CHỐT CHẶN PHƯƠNG TIỆN GIAO THÔNG. Vì thế, hành vi của 2 viên CSTT trong clip là hoàn toàn trái pháp luật. 

Hồi đầu năm, địa phận huyện Thống Nhất tỉnh Đồng Nai cũng xảy ra tình trạng tương tự. Đội CSTT huyện này lập chốt trái phép suốt nhiều tháng liền gây bức xúc dư luận (http://m.nld.com.vn/thoi-su-trong-nuoc/vu-canh-sat-trat-tu-lap-chot-chan-xe-them-nhieu-dau-hieu-vi-pham-20150130232733108.htm)

Bà con lưu ý trang bị thêm hiểu biết để đề cao cảnh giác các trường hợp như thế này :

CSTT KHÔNG ĐƯỢC PHÉP TỰ Ý LẬP CHỐT DỪNG PHƯƠNG TIỆN GIAO THÔNG. 

Nếu phát hiện các trường hợp CSTT (đặc biệt là khu vực tỉnh Đồng Nai), bà con hoàn toàn có quyền quay clip các CA này làm bằng chứng và không cần xuất trình giấy tờ theo yêu cầu của họ. Giữ chân họ lại hiện trường, điện báo cho người thân và các cơ quan báo chí hỗ trợ.

Họ chỉ dám lạm quyền khi bà con không nắm rõ pháp luật mà thôi!

#share

[K]",114731331886956,11,video
9,0,2018-03-22 08:43:27.337450,2015-12-28 08:00:01+00:00,0,114731331886956_1262662340427177,1427,0,"Có nhiều cách để nhắc nhở người dân bảo vệ tài sản của mình trước kẻ gian, nhưng cách của anh thượng uý CAP này thì quả thật là ngớ ngẩn. Thậm chí còn bị dân ghét thêm!

Lục banh Bộ luật dân sự lẫn hình sự nước CHXHCN Việt Nam cũng không thể kiếm đâu ra được cái nào gọi là ""phạt vì không có người trông coi"", ""không có khoá dĩa, khoá xích""!

Hết ""phạt vì không có người trông coi"" lại đá sang nào là ...đăng kí tạm trú rồi lại CMND! Chưa hết, viên CA này còn doạ phạt đến ...2,5 triệu!

Chỉ thấy thái độ cậy quyền hách dịch hăm doạ, sách nhiễu nhân dân chứ chẳng còn ý nghĩa nhắc nhở người dân ý thức bảo vệ tài sản. Đáng buồn đại đa số CA nghĩ rằng họ làm vậy là ...đúng!

Clip được quay tại khu vực p4, q10 (Moon Nguyễn)

[K]",114731331886956,0,video
