,angry,crawled_utctime,created_time,haha,id,like,love,message,owner_id,sad,type
0,281,2018-03-22 08:42:18.308562,2017-03-27 11:00:00+00:00,189,114731331886956_1731681320191941,1579,8,"Bên xứ đàn anh, chúng dẹp vỉa hè như bọn thổ phỉ cướp phá ...
Bên đàn em Việt Nam chắc cũng học theo như thế ;) 

Nguồn 中華聯邦共和
Kili",114731331886956,26,video
1,455,2018-03-22 08:42:18.308562,2017-03-27 10:00:00+00:00,20,114731331886956_1731656556861084,3389,50,"[NÀY THÌ BIỂN SẠCH, NGƯ DÂN HỒ HỞI RA KHƠI]

Bản tin của VTV trong chương trình thời sự “giờ vàng” tối thứ sáu, 24/3/2017, cũng như nhiều phóng sự khác của truyền hình quốc doanh đều có nhắc tới việc biển đã sạch, ngư dân miền Trung đã hồ hởi, phấn khởi ra biển đánh bắt hải sản.

Khi chúng tôi gặp gỡ người dân ở các huyện chịu ảnh hưởng nặng của thảm họa, như Kỳ Anh, Lộc Hà, họ đều thể hiện sự phẫn nộ với những gì VTV làm. Một ngư dân thuộc dạng “sói biển” với hàng chục năm hành nghề – ông Hoàng Trinh Danh, 64 tuổi – thậm chí còn tuyên bố sẵn sàng tiếp chuyện phóng viên VTV và trả lời phỏng vấn họ nếu họ về Kỳ Anh tác nghiệp. 

Nhân một năm xảy ra thảm họa môi trường biển miền Trung (tháng 4/2016), trong những ngày tới, chúng tôi (Green Trees, Con Đường Việt Nam, No-U...) sẽ có các bài viết và bản tin truyền hình phản ánh hai vấn đề sau:

1. Tình cảnh thực tế của ngư dân miền Trung như là hậu quả của thảm họa biển do Formosa gây ra; VÀ ĐẶC BIỆT NGHIÊM TRỌNG LÀ

2. Chính sách chia rẽ giáo dân và lương dân, chia rẽ nhân dân, phá hoại xã hội dân sự và khối đại đoàn kết dân tộc, của đảng Cộng sản và an ninh Việt Nam.

Clip dưới đây là một đoạn trả lời phỏng vấn – trong nước mắt – của chị Trần Thị Hồng, chủ cơ sở đông lạnh Hà Hồng, xã Thạch Bằng, huyện Lộc Hà, tỉnh Hà Tĩnh:

“… Cuộc sống gia đình, con cái ăn học nhờ vào cái nghề này. Cha mẹ cho con cái tiền của không bằng cho cái nghề làm ăn. Hiện giờ là con cái chúng tôi ăn học trông vào cái nghề này. Hiện giờ cơ sở của chúng tôi bị phá sản, giờ không biết… Tiền lãi ngân hàng thì hàng tháng… thì họ cầm tài sản của chúng tôi rồi. Vấn đề ở đây là nợ của dân. Tiền lãi mẹ đẻ lãi con giờ không làm gì ra để trả lại. Chúng tôi trước đây là cơ sở biết làm ăn, biết kinh doanh, giỏi giang… không phải đến nỗi như thế này…”.

* * *

Một lời nhắn đến Bộ Công an Việt Nam, an ninh tỉnh Hà Tĩnh và công an các huyện Lộc Hà, Kỳ Anh: Chúng tôi biết là sau khi các clip như thế này được phát trên mạng, các ông sẽ tìm đến đe dọa, quấy nhiễu, hoặc chuyển sang mua chuộc, dụ dỗ những người dân đã xuất hiện trong clip.

Chúng tôi muốn các ông hiểu rằng: Không một chính thể đàng hoàng nào lại làm cái việc hạch sách, hành hạ những người dân đã ""trót"" trả lời phỏng vấn báo chí hay chỉ đơn giản là đã nói lên tâm sự của họ, suy nghĩ của họ. Càng làm như thế, càng chỉ chứng tỏ các ông là TÀ QUYỀN, không hơn.
 
Chúng tôi sẽ có những biện pháp của mình để bảo vệ những người dân đã, đang và sẽ là nạn nhân của tà quyền các ông.

fb Pham Doan Trang
Kili",114731331886956,539,video
2,6,2018-03-22 08:42:18.308562,2017-03-27 09:00:00+00:00,232,114731331886956_1731459033547503,1243,30,"Bạn muốn có cái nhìn khái quát về Triều Tiên, đất nước cs thần thánh? Mời xem. Bao vui nhé :v

Video : Tốp 5 lạ kỳ

Mion.",114731331886956,12,video
3,388,2018-03-22 08:42:18.308562,2017-03-26 05:00:00+00:00,492,114731331886956_1730063037020436,2819,45,"Sự ""thông minh đỉnh cao"" của những người cs làm mình nhớ lại nhân vật thằng Bờm trong bộ phim cùng tên.

Clip : VTV24

[K]",114731331886956,57,video
4,90,2018-03-22 08:42:18.308562,2017-03-26 00:30:00+00:00,2,114731331886956_1730011363692270,507,6,"Ngày 24.3, UBND huyện Phú Lộc (Thừa Thiên - Huế) đã xác nhận có nhiều cá chết xung quanh khu vực có dải nước lạ màu vàng xuất hiện tại cảng nước sâu Chân Mây (thuộc Thôn Bình An, Xã Lộc Vĩnh) hôm qua. Cá chết hầu hết là các loại sinh sống ở vùng nước mặn, như cá đục, cá hồng, cá dìa,… có loại giá trị kinh tế cao.

Dân ở đây cho hay, nước hơi đặc và có mùi tanh nên không dám mua cá về ăn; nhiều ngư dân đang phải nghỉ ra biển. Sở Tài Môi Thừa Thiên – Huế đã lấy mẫu về xét nghiệm!

Fb Lê Nguyễn Hương Trà

[K]",114731331886956,54,video
5,6,2018-03-22 08:42:18.308562,2017-03-25 11:00:00+00:00,51,114731331886956_1729212527105487,784,54,"GỬI NHỮNG CON LỢN HÀNH NGHỀ QUẢN LÝ VĂN HÓA

Chính phủ vừa ban hành Nghị định 28 quy định phạt 15 đến 20 triệu đồng đối với hành vi “tàng trữ, phổ biến trái phép ghi âm, ghi hình tác phẩm chưa được phổ biến, chưa dán nhãn kiểm soát”.

Đối tượng tác phẩm mà nghị định này nhằm vào hẳn là các sáng tác âm nhạc của miền nam Việt Nam trước năm 1975, trong đó có những “bản bolero thần thánh” mà giai điệu và ca từ đã in sâu vào trái tim hàng triệu người yêu nhạc Việt Nam, qua nhiều thế hệ, như Con đường xưa em đi (Châu Kỳ - Hồ Đình Phương), Rừng lá thấp (Trần Thiện Thanh), Trên bốn vùng chiến thuật (Trúc Phương), Thành phố buồn (Lam Phương)…

Đương nhiên các con lợn hành nghề quản lý cũng hiểu cấm đoán âm nhạc nói riêng và văn hóa nghệ thuật nói chung là hành vi phản văn hóa và tố cáo bản chất độc tài của chế độ. Vậy nên chúng phải đưa ra các lý do cấm rất buồn cười như “do còn nhiều dị bản”, “có dị bản sai lời”, “chưa xác định được tác giả, tính chất, hoàn cảnh ra đời” ca khúc, v.v.

Khinh rẻ trí thức, văn nghệ sĩ, luôn coi họ là “chiến sĩ” – tức là thằng lính – trên mặt trận văn hóa tư tưởng, luôn coi nghệ thuật là công cụ để phục vụ các mục tiêu chính trị. Ấy thế nhưng cộng sản lại vẫn ngấm ngầm sợ họ và sợ ảnh hưởng của họ đối với quần chúng. Vừa sợ vừa ghen ghét. 

Cách đây mười năm, vào mùa xuân năm 2007, các con lợn làm quản lý cũng bật đèn xanh cho tổ chức một cuộc thi bình chọn 100 bài thơ hay nhất thế kỷ 20. Kết quả: Có đến 94 bài thơ là của các thi sĩ sinh trưởng ở miền Bắc và/hoặc theo ""bên thắng cuộc"" (cộng sản). Còn 6 thi sĩ miền Nam lọt vào danh sách (như Phạm Thiên Thư với “Cổ Lũy cô thôn”) thì tác phẩm được chọn cũng chẳng phải tác phẩm hay nhất của họ, thậm chí còn dở. Hệt như ban tổ chức cố ý “chơi” thi sĩ gốc Sài Gòn vậy, bằng cách trưng bài thơ dở nhất của họ ra và nói với độc giả: Đấy nhé, tinh hoa Sài Gòn đấy nhé, cũng chỉ đến thế thôi.

Nực cười nhất là người có thi phẩm đứng đầu trong danh sách 100 bài thơ thế kỷ là Hồ Chí Minh, với bài thơ chữ Hán “Nguyên Tiêu”. Ngoài bài này ra, 99 bài còn lại được sắp xếp theo thứ tự abc trong tên tác giả.

...

Có thể thấy cộng sản thù ghét văn hóa - nghệ thuật Sài Gòn trước 1975 tới mức nào. 

Vấn đề đặt ra là: Ghét thì bôi xấu được không? Cấm được không?

Không bao giờ. Không ai lấy được âm nhạc Miền Nam ra khỏi tâm hồn chúng tôi.

* * * 
 ""Chiều mưa biên giới"". 
 Sáng tác: Nguyễn Văn Đông
 Singers: Phạm Thanh Nghiên, Hiền Trần 
 Guitarists: Huỳnh Anh Tú, Phùng Thủy, Pham Doan Trang

fb Pham Doan Trang
Kili",114731331886956,2,video
6,170,2018-03-22 08:42:18.308562,2017-03-24 11:37:27+00:00,7,114731331886956_1728273750532698,1026,7,"Hết biển đỏ, biển Thừa Thiên Huế chuyển sang màu vàng. Cái màu vàng chết chóc này khiến cho cả một dãy bờ biển dài không có sự sống. Không có cá, không có tôm, không có bất kì sinh vật biển nào tồn tại trong khu vực biển màu vàng. Và theo các ngư dân thì màu vàng này đang kéo từng luồng từ ngoài khơi dạt vào bờ, mỗi luồng dài vài cây số và rộng từ 100 mét đến 500 mét. 

Clip: VOA Tiếng Việt
Kili",114731331886956,138,video
7,77,2018-03-22 08:42:18.308562,2017-03-24 07:00:00+00:00,8,114731331886956_1727778523915554,475,6,"[ĐỪNG NGHE NHỮNG GÌ CS NÓI - HÃY NHÌN NHỮNG GÌ CS LÀM]

""Ra đánh giặc tôi không sợ quân thù, mà tôi sợ các anh các chị hơn ai hết"".

Có công với cách mạng, tham gia kháng chiến chống giặc ngoại xâm dành lại đất nước. Nhưng giờ hòa bình rồi thì không giữ được cái chòi để ở. (Phút 4:17)

fb Dũng Đinh",114731331886956,43,video
8,66,2018-03-22 08:42:18.308562,2017-03-24 01:23:28+00:00,591,114731331886956_1727773717249368,2140,10,"Cháy nhà trên tận tầng năm
Sao vòi phun nước cứ nhằm tầng hai
Chữa nhà bên cạnh mới oai
Đến khi cháy hết thì ngài cũng đi
Tiền thì vẫn cứ phải chi
Nuôi ông chữa lửa lắm khi méo mồm
Khối thằng sẽ phải chết oan
Vì ông chữa lửa khôn ngoan quá mà :3 :3 :3

(Fb Chi Trần)
Mion

Cháy nhà ở chợ Kim Biên 23/3.
15 xe cứu hỏa và gần 100 cảnh sát được điều động đến dập lửa.
http://vnexpress.net/tin-tuc/thoi-su/nha-5-tang-gan-cho-tu-than-kim-bien-chay-lon-3559702.html
fb Dũng Đinh",114731331886956,105,video
9,20,2018-03-22 08:42:18.308562,2017-03-23 10:00:00+00:00,418,114731331886956_1726673437359396,1920,44,"Hội thao: 1 Côn an vs chục tay dao
Ngoài đời: 1 Tay dao vs chục côn an 

Đời ko như hội thao :v

fb  Tạp Chí Mị Dân

Mion.",114731331886956,11,video
