,angry,crawled_utctime,created_time,haha,id,like,love,message,owner_id,sad,type
0,0,2018-03-22 08:43:38.760124,2015-09-29 15:03:07+00:00,0,114731331886956_1210829545610457,490,0,"Thời đại HCM là thời đại rực rỡ, vĩ đại hay thổ tả với hàng bao nhiêu cái ung nhọt sờ sờ trước mắt ở khắp mọi lĩnh vực ?!

[B]",114731331886956,0,photo
1,0,2018-03-22 08:43:38.760124,2015-09-29 04:00:00+00:00,0,114731331886956_1210620892297989,329,0,"Bộ Y Tế = Ministry of Hearth :v

Thà khỏi để tiếng Anh chứ để mà sai chính tả thì xấu hổ chết. Hy vọng bệnh viện Quy Hoà sớm chỉnh sửa.

Ảnh : Nguyên Mai

Mion.",114731331886956,0,photo
2,0,2018-03-22 08:43:38.760124,2015-09-29 02:00:39+00:00,0,114731331886956_1210617892298289,643,0,"Danh hài thế giới Charlie Chaplin phản động. Jame Bond 007 cũng phản động.

Phản động! Tất cả phản động! Phản động everywhere :v

Ps : giờ mà ai đọc lại tuyên ngôn độc lập 1945 của HCM cũng sẽ bị gọi là phản động. Không tin thử đi :v

Ảnh : Cong Minh

Mion.",114731331886956,0,photo
3,0,2018-03-22 08:43:38.760124,2015-09-29 00:01:22+00:00,0,114731331886956_1210616078965137,327,0,"""Trung thu này em có lạnh lắm không?
Chẳng chiếc áo manh, chẳng bờ vai để dựa
Đầu chẳng nón cời, chân không đôi dép nhựa
Đường mãi là nhà, em nương tựa nơi đâu...""

(Fb Nguyễn Hoàng Thanh Tâm)

[B]",114731331886956,0,photo
4,0,2018-03-22 08:43:38.760124,2015-09-28 04:00:01+00:00,0,114731331886956_1210190399007705,703,0,"Nhóm CA, dân phòng, côn đồ thường phục gần chục người quyết liệt bu vào khống chế người thanh niên bán bong bóng nhỏ thó. 

Kẻ nắm đầu, kẻ kẹp cổ, kẻ đánh lén, kẻ thì dùng hết sức cố giật cướp chùm bong bóng ra khỏi tay người thanh niên kia. May thay người dân xung quanh xót xa trước cảnh ấy đã lên tiếng, nhờ thế người thanh niên bán bóng may mắn thoát khỏi nanh vuốt của bầy người kia.. 

[K]",114731331886956,0,video
5,0,2018-03-22 08:43:38.760124,2015-09-28 03:00:01+00:00,0,114731331886956_1210188935674518,974,0,"CƯỠNG CHẾ DI DỜI (CƯỚP ĐẤT) THEO 5 BƯỚC ĐƠN GIẢN

Nguồn: Amnesty.
Phụ đề: Con Đường Việt Nam

CSVN (mới đây, thành công nhất là Thạnh Hóa, Long An) đã thực hiện rất tốt hướng dẫn này và có sửa đổi một chút bước thứ 5: Quẳng chúng vào tù.
Đoàn Văn Vươn, Cấn Thị Thêu... và cậu bé 15 tuổi Nguyễn Mai Trung Tuấn là những nhân chứng sống.
Hãy lên tiếng cho Nguyễn Mai Trung Tuấn. 

Link: https://youtu.be/Vl9_2g2V7-E
(Fb Hoàng Dũng)
#share #NKYN

[K]",114731331886956,0,video
6,1,2018-03-22 08:43:38.760124,2015-09-28 01:00:00+00:00,0,114731331886956_1209783499048395,1168,0,"Có thể bạn chưa biết, cái gọi là ""anh hùng giải phóng dân tộc"", là ""Biệt Động Thành"". Thật ra chỉ là bọn khủng bố không hơn không kém. Đây là đoạn phim thật ghi lại cảnh sau khi Tòa Đại Sứ HK tại Sài Gòn bị Việt cộng đặt bom khủng bố cách nay đúng nửa thế kỷ. Nên nhớ rằng lúc đó chưa có Taliban, nên có thể nói đây là tội ác do ông nội tổ của Taliban gây ra cho chính đồng bào của mình.

fb Andy Le
Kili",114731331886956,0,video
7,0,2018-03-22 08:43:38.760124,2015-09-27 11:00:00+00:00,0,114731331886956_1209739855719426,286,0,"Nắng Chiều - Lời Nhật 

fb Tien Lu st
Kili",114731331886956,0,video
8,0,2018-03-22 08:43:38.760124,2015-09-27 09:00:00+00:00,0,114731331886956_1209735792386499,1050,0,"Công an đánh dân trước sự chứng kiến của nhiều người qua đường. Người dân đã không còn thờ ơ trước hành vi thô bạo của kẻ thi hành pháp luật. Người dân đòi lập biên bản để buộc tên CA phải chịu trách nhiệm trước hành vi đánh dân. Sự đoàn kết của số đông quần chúng đã đẩy tên CA vào thế không thể hung hăng.

Clip: Ngô Thanh Tú
(Radio Chân Trời Mới)

[K]",114731331886956,0,video
9,0,2018-03-22 08:43:38.760124,2015-09-26 15:02:48+00:00,0,114731331886956_1209373479089397,645,0,"Tôi đã đi hầu như dọc ngang khắp nơi trên đất nước này, và tới đâu cũng không khỏi xót xa khi nhìn những đồng thuế do người dân trằn lưng ra đóng đang bị lãng phí một cách vô tội vạ. 

Những cái chợ tiền tỉ bỏ hoang hầu như hiện diện khắp các vùng quê. 

Nhìn những cái thư viện hoành tráng với xuất đầu tư hàng trăm tỉ đồng để rồi mỗi năm chỉ đón vài ngàn lượt người đọc, trong khi bên trong nó chứa một kho tàng tri thức. Làm sao kiềm uất hận khi nhớ lại anh bạn lủi thủi đi bộ một mình trên đường xuyên Việt để kêu gọi đưa sách đến với trẻ em nông thôn. 

Có hàng tỉ thứ đang bị lãng phí ở nơi đây, cái nơi mà có lẽ những tay quan lớn cũng chưa hề nghĩ nó sẽ là chốn dung thân lâu dài, bởi phương án cao chạy xa bay của họ cũng đã được dày công tính toán. 

Nhiều khi tôi tự hỏi : Các ông quan ngồi trong những ngôi biệt thự xa hoa kia, có bao giờ nghĩ đến đồng bào mình đang vắt kiệt từng giọt mồ hôi cho đất nước này ? 

Nhưng như thế là thừa, bởi thời gian của họ chỉ dành để nghĩ về tương lai của họ và con cháu họ. 

Tương lai ư ? Nó không thuộc về những người dân lao động xứ này. Họ nhân danh tương lai túi tiền cá nhân và tương lai thế hệ sau của họ, hãy một lần nói đúng bản chất của nó, dù có hơi đau nhưng đó là sự thật. 

(Fb Trương Quang Thi)

http://m.laodong.com.vn/su-kien-binh-luan/thoi-di-dung-nhan-danh-tuong-lai-nua-380701.bld#siteheader

[K]",114731331886956,0,photo
