,angry,crawled_utctime,created_time,haha,id,like,love,message,owner_id,sad,type
0,1,2018-03-22 08:42:15.501705,2017-04-30 14:37:52+00:00,5,114731331886956_1773709709322435,562,42,"Admin .S: nghĩ một nước Việt Nam dân chủ trong tương lai sẽ có quốc kỳ không phải là một trong hai lá cờ - cờ đỏ sao vàng và cờ vàng ba sọc đỏ, nhưng admin .S: hy vọng bài hát Việt Nam! Việt Nam!  sẽ là quốc ca.

Việt Nam không đòi xương máu 
Việt Nam kêu gọi thương nhau 
Việt Nam đi xây đắp yên vui dài lâu 
Việt Nam trên đường tương lai, 
Lửa thiêng soi toàn thế giới 
Việt Nam ta nguyện tranh đấu cho đời
Tình yêu đây là khí giới, 
Tình thương đem về muôn nơi 
Việt Nam đây tiếng nói đi xây tình người 
Việt Nam! Việt Nam! 
Việt Nam quê hương đất nước sáng ngời 
Việt Nam! Việt Nam! Việt Nam muôn đời",114731331886956,4,video
1,0,2018-03-22 08:42:15.501705,2017-04-30 09:00:00+00:00,1,114731331886956_1773053122721427,169,7,"30-4-1975, NGÀY QUỐC HẬN ? AI THẮNG, AI BẠI, VÌ SAO ?
(Câu chuyện được kể từ 1 nhân chứng sống của bên thua cuộc)

http://thongluan-rdp.org/di-n-dan/item/1951-30-4-1975-ngay-qu-c-h-n-ai-th-ng-ai-b-i-vi-sao",114731331886956,7,video
2,9,2018-03-22 08:42:15.501705,2017-04-30 05:30:00+00:00,596,114731331886956_1773055362721203,1449,36,"Kính gửi lời xin lỗi đến toàn thể người dân Việt Nam lẫn đồng bào ruột dài ngàn dặm... :3 :3 :3

#DepBay
fb Anh Cả
[Koala]",114731331886956,6,video
3,6,2018-03-22 08:42:15.501705,2017-04-30 05:00:00+00:00,8,114731331886956_1772729196087153,731,13,"KHI ĐÀN BÒ VÀO THÀNH PHỐ 

st",114731331886956,103,video
4,1,2018-03-22 08:42:15.501705,2017-04-30 04:20:00+00:00,66,114731331886956_1773045262722213,303,9,"THẦN CHẾT & CHIẾC DÉP

Video được sản xuất trên tinh thần vui vẻ, hài hước và đương nhiên có gắn liền với một sự kiện gần đây là việc xin lỗi tử tù Hàn Đức Long, phó Chánh án TAND cấp cao tại Hà Nội bị ném dép vào mặt ngày 25.04.2017 tại Bắc Giang.

Video không đả kích bất cứ cá nhân, tổ chức nào nên mọi comment khiếm nhã sẽ bị xóa ngay lập tức. Nhân tiện, xin nhắc nhở mọi người đang là bạn bè của tôi, 30.04 KHÔNG PHẢI LÀ NGÀY LỄ !!!

fb Hoàng Thành 
[Koala]",114731331886956,1,video
5,2,2018-03-22 08:42:15.501705,2017-04-30 04:00:00+00:00,4,114731331886956_1772731746086898,692,18,"Nhà văn Dương Thu Hương: Cộng Sản đày ải người dân như chó như bò !!!

st
Kili",114731331886956,29,video
6,9,2018-03-22 08:42:15.501705,2017-04-30 03:20:00+00:00,1,114731331886956_1773009472725792,954,59,"[Nóng] 
Giới trẻ Gx. Phú Vinh lên tiếng vì môi trường , phản đối Formosa !!!

fb Tuấn Đen",114731331886956,5,video
7,8,2018-03-22 08:42:15.501705,2017-04-30 01:27:00+00:00,53,114731331886956_1772730596087013,2347,152,"Cảm nghĩ của nhà văn Dương Thu Hương về ngày 30/4

st",114731331886956,26,video
8,7,2018-03-22 08:42:15.501705,2017-04-29 13:29:00+00:00,6,114731331886956_1771946312832108,1376,111,"Tổng thống Ngô Đình Diệm thăm dân bị lụt.
.S:",114731331886956,33,video
9,4,2018-03-22 08:42:15.501705,2017-04-28 17:43:46+00:00,28,114731331886956_1771400982886641,717,30,"""Thật ra, khi dán cái nhãn ""ngụy"" lên miền Nam, ""Đảng và Nhà Nước"" muốn nhân dân ""chủ yếu là nhân dân miền Bắc"" hiểu theo định nghĩa ""ngụy"" là giả, ""giả nhân giả nghĩa, giả đạo đức, giả yêu nước thương dân, ""ngụy"" là đoạt của người ta mà nói là của mình, là bịp, là láo, là phiến loạn... 

Về sau, khi nhân dân cả hai miền đều... mở mắt, tiếng ""ngụy"" ít thấy dùng tới. Nhưng bây giờ thì mọi người đều nhận ra ai mới đúng là ngụy. Lớp ngụy trang bị rơi xuống, những ngụy ngôn bị vạch trần, thì chân tướng ngụy lòi ra rõ rệt, đến người mù cũng phải thấy!""

* trích NGỤY - truyện của Tiểu Tử 
Admin .S: mời các bạn nghe đọc truyện đêm khuya:",114731331886956,11,video
10,3,2018-03-22 08:42:15.501705,2017-04-28 16:59:27+00:00,50,114731331886956_1771327662893973,558,10,"Giá lợn hơi 17.000 đồng/kg 
chưa bằng 1/2 chi phí sản xuất 40.000 đồng/kg.
Tiếc cái ông Tổng Bí thư trồng cây gì nuôi con gì quá :((
.S:",114731331886956,43,video
11,442,2018-03-22 08:42:15.501705,2017-04-28 00:00:00+00:00,11,114731331886956_1769706503056089,1900,45,"Bạn muốn biết về sự tra tấn man rợ của ngục tù XHCN? 

Mời bạn cùng nghe người tử tù oan Hàn Đức Long kể lại 11 năm khổ sai cùng những đòn tra tấn dã man từ CA

Clip : VTC1

[K]",114731331886956,129,video
12,229,2018-03-22 08:42:15.501705,2017-04-27 12:33:00+00:00,6,114731331886956_1769552066404866,2430,89,"[CHẾT ĐÓI, THỊT NGƯỜI, THUỐC PHIỆN VÀ VŨ KHÍ 
Nguyên soái Kim Ủn muôn năm (fb Ngô Hóa) ]

Các bạn có muốn biết cuộc sống của người dân Bắc Hàn dưới chế độ Cộng Sản của nhà họ Kim vào thập niên 90 (thời nạn đói hoành hành) ra sao thì hãy xem clip này ! Tôi đã cố gắng dịch ra phụ đề tiếng Việt cho những người không nghe được tiếng Anh,  nếu ai thấy dịch sai xin cáo lỗi trước ! Cám ơn các bạn ;)

fb Kevin Pham 
Kili",114731331886956,547,video
13,16,2018-03-22 08:42:15.501705,2017-04-27 10:00:00+00:00,199,114731331886956_1769549929738413,1441,13,"[GIA LAI THẤT THỦ]
Đến Gia Lai đất cao nguyên mà cũng thất thủ nữa thì cái xã hội thiên đường VN không biết nên diễn tả ra sao :( 

Video: fb Nguyễn Cường 
Kili",114731331886956,57,video
14,2,2018-03-22 08:42:15.501705,2017-04-27 08:30:00+00:00,63,114731331886956_1769554249737981,841,32,"[KHI CSCĐ CHẠY NHƯ VỊT]
Cộng sản chỉ thối lui khi người dân đồng lòng ...",114731331886956,1,video
15,3,2018-03-22 08:42:15.501705,2017-04-27 02:00:00+00:00,6,114731331886956_1768374159855990,1773,99,"Giọt Nước Mắt Cho Việt Nam 
Thuý Nga Paris By Night 

Chiến Tranh Việt Nam - dưới cái nhìn từ phía bên kia.

=A=",114731331886956,284,video
